"1981","Num studies:1","","1999","Num studies:2","","2001","Num studies:2","","2002","Num studies:1","","2003","Num studies:5","","2004","Num studies:3","","2005","Num studies:4","","2006","Num studies:6","","2007","Num studies:13","","2008","Num studies:16","","2009","Num studies:21","","2010","Num studies:12","","2011","Num studies:8","","2012","Num studies:21","","2013","Num studies:14","","2014","Num studies:16","","2015","Num studies:17","","2016","Num studies:20","","2017","Num studies:12","","2018","Num studies:11","","2019","Num studies:10","","2020","Num studies:1","","2021","Num studies:1","","No Start Date","Num studies:2",""
"","","","","","","its",1,"0.06684491978609626%","","","","modulation",1,"0.03350083752093803%","","","","","","","male",1,"0.14619883040935672%","8",2,"0.06400168578871149%","plaques",2,"0.014434180138568129%","minimum",2,"0.11612725898440185%","adjuvant",1,"0.2192982456140351%","instructions",1,"0.020627062706270627%","feasibility",2,"0.032731253420908595%","targeted",2,"0.05120327700972862%","late",2,"0.044642857142857144%","body",3,"0.1437571483636961%","seen",4,"0.010020898943495806%","damage",1,"0.03387533875338753%","provide",2,"0.1117944775450061%","cognition",2,"0.04106776180698152%","","","","","","","upon",1,"0.03599712023038157%"
"","","","","","","use",1,"0.06684491978609626%","","","","regional",1,"0.03350083752093803%","","","","","","","female",1,"0.14619883040935672%","iii",2,"0.1049681346734027%","protein",2,"0.014434180138568129%","interim",2,"0.04840239125953412%","japanese",1,"0.2192982456140351%","rfa-hs-10-005",1,"0.020627062706270627%","caregiver",2,"0.0380952380952381%","proteins",2,"0.05120327700972862%","years",2,"0.044642857142857144%","through",3,"0.0721281436308096%","invited",4,"0.01849780679657954%","demonstrated",1,"0.03387533875338753%","information",2,"0.1117944775450061%","impaired",2,"0.23792518525131684%","","","","","","","awakening",1,"0.03599712023038157%"
"","","","","","","between",1,"0.06684491978609626%","","","","activation",1,"0.03350083752093803%","","","","","","","completed",1,"0.14619883040935672%","multicenter",2,"0.1049681346734027%","recent",2,"0.03726516699236099%","analysis",2,"0.04840239125953412%","moderate",1,"0.2192982456140351%","propose",1,"0.020627062706270627%","his",2,"0.04161588806138569%","ability",2,"0.05120327700972862%","relationship",2,"0.035451680672268907%","pet",3,"0.35964858266075034%","consent",4,"0.01849780679657954%","provides",1,"0.03387533875338753%","discharged",2,"0.14094432699083861%","new",2,"0.03532678031177479%","","","","","","","60",1,"0.03599712023038157%"
"","","","","","","18",1,"0.06684491978609626%","","","","patterns",1,"0.03350083752093803%","","","","","","","one",1,"0.14619883040935672%","extension",2,"0.1049681346734027%","levels",2,"0.01989457485630232%","screening",2,"0.02423085129852047%","were",1,"0.2192982456140351%","apply",1,"0.020627062706270627%","made",2,"0.025321538365016626%","isotope-labelled",2,"0.05120327700972862%","biomarkers",2,"0.04985446821900566%","primary",3,"0.14869618830014872%","interview",4,"0.01598721023181455%","diagnostics",1,"0.03387533875338753%","caregiver",2,"0.14094432699083861%","but",2,"0.045850336599693294%","","","","","","","epochs",1,"0.03599712023038157%"
"","","","","","","85",1,"0.06684491978609626%","","","","postmenopausal",1,"0.03350083752093803%","","","","","","","studies",1,"0.14619883040935672%","single-group",2,"0.1049681346734027%","even",2,"0.03726516699236099%","250",2,"0.20263424518743667%","preceding",1,"0.2192982456140351%","project",1,"0.020627062706270627%","therapist",2,"0.0380952380952381%","proprietary",1,"0.057603686635944694%","fulfilling",2,"0.04985446821900566%","score",3,"0.13200579377049967%","questions",4,"0.015253738084757464%","variety",1,"0.03387533875338753%","objectives",1,"0.07836990595611285%","long",2,"0.03532678031177479%","","","","","","","handwritten",1,"0.03599712023038157%"
"","","","","","","years",1,"0.06684491978609626%","","","","hormone",1,"0.03350083752093803%","","","","","","","aab-001-201",1,"0.14619883040935672%","male",2,"0.1049681346734027%","increases",2,"0.014434180138568129%","sites",2,"0.20263424518743667%","p2",1,"0.2192982456140351%","evaluating",1,"0.020627062706270627%","interventions",2,"0.0380952380952381%","blend",1,"0.057603686635944694%","gds",2,"0.044642857142857144%","secondary",3,"0.14869618830014872%","medical",4,"0.013998439802374968%","pathologies",1,"0.03387533875338753%","slowing",1,"0.07836990595611285%","time",2,"0.03532678031177479%","","","","","","","maintained",1,"0.03599712023038157%"
"","","","","","","age",1,"0.06684491978609626%","","","","therapy",1,"0.03350083752093803%","","","","","","","aab-001-102",1,"0.14619883040935672%","female",2,"0.1049681346734027%","significant",2,"0.014434180138568129%","participate",2,"0.20263424518743667%","moderate-to-severe",1,"0.0992063492063492%","has",1,"0.020627062706270627%","five",2,"0.025321538365016626%","medium",1,"0.057603686635944694%","follow-up",2,"0.044642857142857144%","living",3,"0.14844324098970585%","history",4,"0.012009669372935386%","ascertain",1,"0.03387533875338753%","while",1,"0.04151100041511%","influence",2,"0.10600396637357623%","","","","","","","document",1,"0.03599712023038157%"
"","","","","","","may",1,"0.06684491978609626%","","","","women",1,"0.03350083752093803%","","","","","","","aab-001-251",1,"0.14619883040935672%","outpatients",2,"0.1049681346734027%","recently",2,"0.014434180138568129%","26",2,"0.20263424518743667%","2010",1,"0.0992063492063492%","been",1,"0.020627062706270627%","dyad",2,"0.0380952380952381%","chain",1,"0.057603686635944694%","medical",2,"0.035451680672268907%","version",3,"0.1536905857140175%","questionnaires",4,"0.012009669372935386%","yields",1,"0.03387533875338753%","verbal",1,"0.04151100041511%","observed",2,"0.04106776180698152%","","","","","","","wake",1,"0.03599712023038157%"
"","","","","","","eligible",1,"0.06684491978609626%","","","","endogenous",1,"0.03350083752093803%","","","","","","","201",1,"0.14619883040935672%","ava105640",2,"0.11068068622025456%","only",2,"0.01989457485630232%","countries",2,"0.20263424518743667%","modification",1,"0.0992063492063492%","identified",1,"0.020627062706270627%","seven",2,"0.07711962833914054%","triglyceride",1,"0.057603686635944694%","history",2,"0.035451680672268907%","multicenter",3,"0.208286379685974%","your",4,"0.01598721023181455%","diagnosis",1,"0.03387533875338753%","quickly",1,"0.04151100041511%","several",2,"0.029360006234470458%","","","","","","","estimates",1,"0.03599712023038157%"
"","","","","","","candidates",1,"0.06684491978609626%","","","","testosterone",1,"0.03350083752093803%","","","","","","","102",1,"0.14619883040935672%","rosiglitazone",2,"0.1049681346734027%","measure",2,"0.014434180138568129%","participation",2,"0.20263424518743667%","development",1,"0.0992063492063492%","quartile",1,"0.020627062706270627%","5",2,"0.025321538365016626%","oils",1,"0.057603686635944694%","high",2,"0.044642857142857144%","decline",3,"0.07970158866466294%","health",4,"0.012009669372935386%","evaluation",1,"0.03387533875338753%","reached",1,"0.04151100041511%","results",2,"0.029360006234470458%","","","","","","","latency",1,"0.03599712023038157%"
"","","","","","","screened",1,"0.06684491978609626%","","","","concentrations",1,"0.03350083752093803%","","","","","","","30",1,"0.14619883040935672%","extended-release",2,"0.1049681346734027%","time",2,"0.014434180138568129%","last",2,"0.20263424518743667%","plan",1,"0.0992063492063492%","represents",1,"0.020627062706270627%","12",2,"0.032731253420908595%","times",1,"0.057603686635944694%","primary",2,"0.0744047619047619%","effectiveness",3,"0.06235058885880001%","scale",4,"0.1279560541986628%","consultants",1,"0.03387533875338753%","wake",1,"0.04151100041511%","although",2,"0.03532678031177479%","","","","","","","behavior",1,"0.03599712023038157%"
"","","","","","","medical",1,"0.06684491978609626%","","","","men",1,"0.03350083752093803%","","","","","","","sites",1,"0.14619883040935672%","4mg",2,"0.1049681346734027%","living",2,"0.014434180138568129%","at",2,"0.1439153439153439%","lack",1,"0.0992063492063492%","collaboration",1,"0.020627062706270627%","months",2,"0.032731253420908595%","screened",1,"0.057603686635944694%","aripiprazole",2,"0.12254901960784313%","40",3,"0.048599856428354765%","specific",4,"0.015253738084757464%","working",1,"0.03387533875338753%","musical",1,"0.04151100041511%","point",2,"0.03532678031177479%","","","","","","","0-2",1,"0.03599712023038157%"
"","","","","","","history",1,"0.06684491978609626%","","","","brain-behavior",1,"0.03350083752093803%","","","","","","","us",1,"0.14619883040935672%","daily",2,"0.1049681346734027%","bind",2,"0.01989457485630232%","either",2,"0.07914614121510673%","dim14",1,"0.0992063492063492%","medical",1,"0.020627062706270627%","medication",2,"0.09445734083415243%","apoe",1,"0.057603686635944694%","comparison",2,"0.12254901960784313%","but",3,"0.045660194329150965%","accurate",4,"0.016509036367139962%","approached",1,"0.03387533875338753%","remains",1,"0.04151100041511%","most",2,"0.03532678031177479%","","","","","","","1-2",1,"0.03599712023038157%"
"","","","","","","physical",1,"0.06684491978609626%","","","","alter",1,"0.03350083752093803%","","","","","","","vary",1,"0.14619883040935672%","4",2,"0.1049681346734027%","sites",2,"0.01989457485630232%","first",2,"0.08023598820058997%","connection",1,"0.0992063492063492%","program",1,"0.020627062706270627%","considered",2,"0.1562106324011086%","allele",1,"0.057603686635944694%","associated",2,"0.12254901960784313%","time",3,"0.045660194329150965%","general",4,"0.030414023649409195%","letter",1,"0.03387533875338753%","preserved",1,"0.04151100041511%","take",2,"0.029360006234470458%","","","","","","","allow",1,"0.03599712023038157%"
"","","","","","","examination",1,"0.06684491978609626%","","","","incidence",1,"0.03350083752093803%","","","","","","","up",1,"0.14619883040935672%","followed",2,"0.1049681346734027%","positron",2,"0.03726516699236099%","were",2,"0.0761904761904762%","not",1,"0.0992063492063492%","inc",1,"0.020627062706270627%","include",2,"0.09445734083415243%","medication",1,"0.057603686635944694%","lewy",2,"0.05506607929515418%","7",3,"0.0609564588203489%","arterial",4,"0.01598721023181455%","clinician",1,"0.03387533875338753%","until",1,"0.04151100041511%","early",2,"0.5205338809034907%","","","","","","","washout",1,"0.03599712023038157%"
"","","","","","","psychological",1,"0.06684491978609626%","","","","progression",1,"0.03350083752093803%","","","","","","","84",1,"0.14619883040935672%","8mg",2,"0.1049681346734027%","distribution",2,"0.014434180138568129%","well",2,"0.08486629365750245%","findings",1,"0.0992063492063492%","leader",1,"0.020627062706270627%","formation",2,"0.1165280927185689%","formula",1,"0.057603686635944694%","small",2,"0.05506607929515418%","intranasal",3,"0.05824111822947001%","analysis",4,"0.026194684996799934%","explained",1,"0.03387533875338753%","late",1,"0.04151100041511%","propose",2,"0.04106776180698152%","","","","","","","needed",1,"0.03599712023038157%"
"","","","","","","assessment",1,"0.06684491978609626%","","","","essential",1,"0.03350083752093803%","","","","","","","depending",1,"0.14619883040935672%","participation",2,"0.1049681346734027%","can",2,"0.06731324391543791%","develop",2,"0.0278473962684489%","well-tolerated",1,"0.0992063492063492%","center",1,"0.020627062706270627%","acetylcholinesterase",2,"0.17145069409877772%","cognate",1,"0.057603686635944694%","overlapping",2,"0.04066329174841743%","other",3,"0.02486032917017192%","subjective",4,"0.01598721023181455%","them",1,"0.03387533875338753%","observation",1,"0.04151100041511%","computer",2,"0.04106776180698152%","","","","","","","reviewed",1,"0.03599712023038157%"
"","","","","","","tests",1,"0.06684491978609626%","","","","horizon",1,"0.03350083752093803%","","","","","","","date",1,"0.14619883040935672%","last",2,"0.1049681346734027%","regions",2,"0.014434180138568129%","applying",2,"0.0278473962684489%","pending",1,"0.0992063492063492%","aging",1,"0.020627062706270627%","inhibitors",2,"0.17145069409877772%","nutritionals",1,"0.057603686635944694%","diagnostic",2,"0.05506607929515418%","central",3,"0.02486032917017192%","home",4,"0.031147495796466272%","they",1,"0.03387533875338753%","encouraged",1,"0.04151100041511%","was",2,"0.04106776180698152%","","","","","","","do",1,"0.03599712023038157%"
"","","","","","","enrolled",1,"0.06684491978609626%","","","","primary",1,"0.16260162601626016%","","","","","","","enrollment",1,"0.14619883040935672%","until",2,"0.1049681346734027%","pib",2,"0.014434180138568129%","quantitative",2,"0.0278473962684489%","completion",1,"0.0992063492063492%","division",1,"0.020627062706270627%","donepezil",2,"0.18140589569160998%","65",1,"0.057603686635944694%","pure",2,"0.05506607929515418%","system",3,"0.0682299130572076%","against",4,"0.0754392666157372%","asked",1,"0.03387533875338753%","development",1,"0.04151100041511%","multiple",2,"0.029360006234470458%","","","","","","","exclusion",1,"0.03599712023038157%"
"","","","","","","participate",1,"0.06684491978609626%","","","","objective",1,"0.16260162601626016%","","","","","","","humanized",1,"0.14619883040935672%","one",2,"0.1049681346734027%","labeled",2,"0.01989457485630232%","investigate",2,"0.0342737184842448%","ongoing",1,"0.0992063492063492%","pharmacology",1,"0.020627062706270627%","treat",2,"0.13792458564181687%","beverage",1,"0.057603686635944694%","those",2,"0.05506607929515418%","diabetes",3,"0.04155072369982096%","progression",4,"0.03849162885307463%","signed",1,"0.03387533875338753%","music-based",1,"0.04151100041511%","adapt",2,"0.029360006234470458%","","","","","","","excluded",1,"0.03599712023038157%"
"","","","","","","following",1,"0.06684491978609626%","","","","dementia",1,"0.16260162601626016%","","","","","","","monoclonal",1,"0.14619883040935672%","applies",2,"0.1049681346734027%","but",2,"0.01989457485630232%","undergo",2,"0.0278473962684489%","whether",1,"0.14124293785310735%","established",1,"0.020627062706270627%","s",2,"0.2061430632859204%","then",1,"0.057603686635944694%","signs",2,"0.04066329174841743%","therapeutic",3,"0.02486032917017192%","results",4,"0.055640684847165944%","informed",1,"0.03387533875338753%","therapies",1,"0.04151100041511%","however",2,"0.029360006234470458%","","","","","","","leave",1,"0.03599712023038157%"
"","","","","","","procedures",1,"0.06684491978609626%","","","","type",1,"0.16260162601626016%","","","","","","","antibody",1,"0.14619883040935672%","52-week",2,"0.1049681346734027%","tag",2,"0.01989457485630232%","evaluation",2,"0.0278473962684489%","single",1,"0.14124293785310735%","record",1,"0.020627062706270627%","baxter",2,"0.12368583797155226%","given",1,"0.057603686635944694%","may",2,"0.04066329174841743%","without",3,"0.02486032917017192%","cognition",4,"0.08874727327951991%","consent",1,"0.03387533875338753%","neurocognitive",1,"0.04151100041511%","role",2,"0.07458793495754482%","","","","","","","that",1,"0.03599712023038157%"
"","","","","","","quantification",1,"0.06684491978609626%","","","","affinity",1,"0.16260162601626016%","","","","","","","binds",1,"0.14619883040935672%","attend",2,"0.1049681346734027%","offers",2,"0.01989457485630232%","laboratory",2,"0.0342737184842448%","multiple",1,"0.14124293785310735%","under-served",1,"0.020627062706270627%","160701",2,"0.12368583797155226%","3-5",1,"0.057603686635944694%","further",2,"0.05506607929515418%","glucose",3,"0.04155072369982096%","low",4,"0.008032128514056224%","communication",1,"0.03387533875338753%","behavioral",1,"0.04151100041511%","known",2,"0.029360006234470458%","","","","","","","full",1,"0.03599712023038157%"
"","","","","","","normal",1,"0.06684491978609626%","","","","uncompetitive",1,"0.16260162601626016%","","","","","","","potentially",1,"0.14619883040935672%","final",2,"0.1049681346734027%","advantages",2,"0.01989457485630232%","evaluations",2,"0.0342737184842448%","oral",1,"0.14124293785310735%","populations",1,"0.020627062706270627%","0",2,"0.12368583797155226%","wash",1,"0.057603686635944694%","therapeutic",2,"0.05506607929515418%","following",3,"0.05773522360858427%","secondary",4,"0.014520265937700384%","research",1,"0.03387533875338753%","develop",1,"0.04151100041511%","residence",2,"0.045850336599693294%","","","","","","","serving",1,"0.03599712023038157%"
"","","","","","","non-smoker",1,"0.06684491978609626%","","","","n-methyl-d-aspartate",1,"0.16260162601626016%","","","","","","","clears",1,"0.14619883040935672%","follow-up",2,"0.1049681346734027%","plaque",2,"0.014434180138568129%","serial",2,"0.0278473962684489%","azd1446",1,"0.14124293785310735%","thus",1,"0.020627062706270627%","kg",2,"0.12368583797155226%","out",1,"0.057603686635944694%","outcomes",2,"0.04066329174841743%","ly2599666",3,"0.16492578339747113%","cause",4,"0.008032128514056224%","ensure",1,"0.03387533875338753%","rehabilitation",1,"0.04151100041511%","practitioner",2,"0.04106776180698152%","","","","","","","hours",1,"0.03599712023038157%"
"","","","","","","smokers",1,"0.06684491978609626%","","","","nmda",1,"0.16260162601626016%","","","","","","","peptide",1,"0.14619883040935672%","further",2,"0.1049681346734027%","targeted",2,"0.01989457485630232%","blinded",2,"0.0342737184842448%","week",1,"0.14124293785310735%","combines",1,"0.020627062706270627%","4",2,"0.06811683830317371%","resume",1,"0.057603686635944694%","care",2,"0.04066329174841743%","only",3,"0.08210667616969014%","65",4,"0.04233024050223884%","appointment",1,"0.03387533875338753%","programs",1,"0.04151100041511%","systematic",2,"0.04106776180698152%","","","","","","","tests",1,"0.03599712023038157%"
"","","","","","","two",1,"0.06684491978609626%","","","","receptor",1,"0.16260162601626016%","","","","","","","designed",1,"0.14619883040935672%","terms",2,"0.1049681346734027%","therapeutic",2,"0.01989457485630232%","measure",2,"0.04210064938809878%","quantified",1,"0.14124293785310735%","considerable",1,"0.020627062706270627%","weight",2,"0.06811683830317371%","opposite",1,"0.057603686635944694%","well",2,"0.04066329174841743%","complete",3,"0.045195173938006816%","care",4,"0.06699970614163972%","made",1,"0.03387533875338753%","effectively",1,"0.04151100041511%","way",2,"0.04106776180698152%","","","","","","","function",1,"0.03599712023038157%"
"","","","","","","small",1,"0.06684491978609626%","","","","antagonist",1,"0.16260162601626016%","","","","","","","provide",1,"0.14619883040935672%","overall",2,"0.1049681346734027%","intervention",2,"0.01989457485630232%","peak",2,"0.0278473962684489%","electroencephalography",1,"0.14124293785310735%","investigator",1,"0.020627062706270627%","m10-985",2,"0.12531328320802007%","arm",1,"0.057603686635944694%","better",2,"0.04066329174841743%","improve",3,"0.061632621157212984%","risk",4,"0.011276197225878304%","convenient",1,"0.03387533875338753%","target",1,"0.04151100041511%","reduction",2,"0.045850336599693294%","","","","","","","epworth",1,"0.03599712023038157%"
"","","","","","","plastic",1,"0.06684491978609626%","","","","pre-clinical",1,"0.16260162601626016%","","","","","","","directly",1,"0.14619883040935672%","apolipoprotein",2,"0.1049681346734027%","half-life",2,"0.01989457485630232%","12",2,"0.12617012617012616%","event-related",1,"0.14124293785310735%","strengths",1,"0.020627062706270627%","evaluating",2,"0.12072865089553153%","total",1,"0.057603686635944694%","md",2,"0.026260504201680673%","50",3,"0.06687996588152466%","very",4,"0.030694051991004508%","recruit",1,"0.03387533875338753%","functions",1,"0.04151100041511%","thus",2,"0.06168614427797636%","","","","","","","sleepiness",1,"0.03599712023038157%"
"","","","","","","tubes",1,"0.06684491978609626%","","","","decrease",1,"0.16260162601626016%","","","","","","","overall",1,"0.020938023450586263%","e",2,"0.1049681346734027%","13",2,"0.01989457485630232%","mild-to-moderate",2,"0.2688981197198643%","potentials",1,"0.14124293785310735%","continue",1,"0.020627062706270627%","open-label",2,"0.12072865089553153%","6",1,"0.057603686635944694%","central",2,"0.026260504201680673%","neuropsychological",3,"0.06370779358674879%","major",4,"0.014520265937700384%","matched",1,"0.03387533875338753%","stimulate",1,"0.04151100041511%","examine",2,"0.06168614427797636%","","","","","","","ess",1,"0.03599712023038157%"
"","","","","","","veins",1,"0.06684491978609626%","","","","neuronal",1,"0.16260162601626016%","","","","","","","goal",1,"0.020938023450586263%","apoe",2,"0.1049681346734027%","h",2,"0.01989457485630232%","pilot",2,"0.08428150021070376%","alzheimers",1,"0.14124293785310735%","build",1,"0.020627062706270627%","multicenter",2,"0.12072865089553153%","idea",1,"0.2976190476190476%","vision",2,"0.026260504201680673%","testing",3,"0.026682554289264842%","believed",4,"0.008032128514056224%","images",1,"0.03387533875338753%","mechanisms",1,"0.04151100041511%","long-term",2,"0.5205338809034907%","","","","","","","fatigue",1,"0.03599712023038157%"
"","","","","","","arms",1,"0.06684491978609626%","","","","toxicity",1,"0.16260162601626016%","","","","","","","phase",1,"0.020938023450586263%","e4",2,"0.1049681346734027%","permits",2,"0.01989457485630232%","cogstate",2,"0.08428150021070376%","total",1,"0.14124293785310735%","evidentiary",1,"0.020627062706270627%","28",2,"0.12072865089553153%","solanezumab",1,"0.2976190476190476%","important",2,"0.026260504201680673%","tests",3,"0.06370779358674879%","altered",4,"0.008032128514056224%","acquired",1,"0.03387533875338753%","beneficial",1,"0.04151100041511%","moderate",2,"0.029360006234470458%","","","","","","","fss",1,"0.03599712023038157%"
"","","","","","","injecting",1,"0.06684491978609626%","","","","associated",1,"0.16260162601626016%","","","","","","","ii",1,"0.020938023450586263%","allele",2,"0.1049681346734027%","research-dedicated",2,"0.01989457485630232%","computerized",2,"0.08428150021070376%","9",1,"0.14124293785310735%","priorities",1,"0.020627062706270627%","abt-126",2,"0.12072865089553153%","decline",1,"0.2976190476190476%","feature",2,"0.026260504201680673%","participant",3,"0.09476534296028881%","europe",4,"0.01776433464952246%","equipment",1,"0.03387533875338753%","cognition",1,"0.04151100041511%","behavioral",2,"0.11078654116628801%","","","","","","","cdfs",1,"0.03599712023038157%"
"","","","","","","collecting",1,"0.06684491978609626%","","","","excessive",1,"0.16260162601626016%","","","","","","","evaluate",1,"0.020938023450586263%","status",2,"0.1049681346734027%","center",2,"0.01989457485630232%","battery",2,"0.08428150021070376%","5",1,"0.14124293785310735%","throughout",1,"0.020627062706270627%","dosing",2,"0.12072865089553153%","multicenter",1,"0.024213075060532687%","plaques",2,"0.026260504201680673%","performance",3,"0.026682554289264842%","improvement",4,"0.008032128514056224%","built",1,"0.03387533875338753%","stimulation",1,"0.04151100041511%","before",2,"0.11078654116628801%","","","","","","","pvt",1,"0.03599712023038157%"
"","","","","","","third",1,"0.06684491978609626%","","","","glutamate",1,"0.16260162601626016%","","","","","","","stage",1,"0.020938023450586263%","ava102670",2,"0.09925558312655086%","minimizes",2,"0.01989457485630232%","randomized",2,"0.06249077045537223%","equally",1,"0.14124293785310735%","ahrq",1,"0.020627062706270627%","24",2,"0.12072865089553153%","adjunctive",1,"0.024213075060532687%","see",2,"0.026260504201680673%","hospital",3,"0.042211328976034856%","therapy",4,"0.008032128514056224%","human",1,"0.03387533875338753%","material",1,"0.04151100041511%","system",2,"0.11078654116628801%","","","","","","","national",1,"0.03599712023038157%"
"","","","","","","wrist",1,"0.06684491978609626%","","","","release",1,"0.16260162601626016%","","","","","","","against",1,"0.020938023450586263%","ava102672",2,"0.09925558312655086%","variability",2,"0.01989457485630232%","mk-0249",2,"0.08428150021070376%","sub-periods",1,"0.14124293785310735%","definition",1,"0.020627062706270627%","whether",2,"0.15365795440983412%","inhibitors",1,"0.024213075060532687%","design",2,"0.026260504201680673%","terminals",3,"0.0732243104710764%","mechanisms",4,"0.011276197225878304%","volunteers",1,"0.03387533875338753%","integrating",1,"0.04151100041511%","letter",2,"0.034142581027182234%","","","","","","","adult",1,"0.03599712023038157%"
"","","","","","","artery",1,"0.06684491978609626%","","","","calcium",1,"0.16260162601626016%","","","","","","","component",1,"0.020938023450586263%","medications",2,"0.172927847346452%","where",2,"0.01989457485630232%","mni-513",2,"0.08210180623973727%","wash-out",1,"0.14124293785310735%","synthesis",1,"0.020627062706270627%","functional",2,"0.19432639569939342%","acheis",1,"0.024213075060532687%","exam",2,"0.026260504201680673%","emission",3,"0.05153951852755856%","many",4,"0.02420591456736035%","patents",1,"0.03387533875338753%","language",1,"0.04151100041511%","brainwaves",2,"0.05063291139240507%","","","","","","","reading",1,"0.03599712023038157%"
"","","","","","","obtain",1,"0.06684491978609626%","","","","overload",1,"0.16260162601626016%","","","","","","","senile",1,"0.020938023450586263%","donepezil",2,"0.172927847346452%","cameras",2,"0.01989457485630232%","pattern",2,"0.06922785437374297%","periods",1,"0.14124293785310735%","comparing",1,"0.020627062706270627%","measures",2,"0.13158720252541764%","symptomatic",1,"0.024213075060532687%","understanding",2,"0.026260504201680673%","tracer",3,"0.0732243104710764%","help",4,"0.07348784356528389%","other",1,"0.03387533875338753%","autobiographical",1,"0.04151100041511%","tasks",2,"0.034142581027182234%","","","","","","","test-",1,"0.03599712023038157%"
"","","","","","","place",1,"0.06684491978609626%","","","","neurons",1,"0.16260162601626016%","","","","","","","plaque",1,"0.020938023450586263%","on",2,"0.29187124931805786%","processing",2,"0.01989457485630232%","nuclear",2,"0.08210180623973727%","each",1,"0.14124293785310735%","benefits",1,"0.020627062706270627%","consists",2,"0.04116945948995712%","stages",1,"0.024213075060532687%","retinal",2,"0.026260504201680673%","however",3,"0.02985472658404072%","ensure",4,"0.014520265937700384%","part",1,"0.03387533875338753%","value",1,"0.04151100041511%","single",2,"0.05063291139240507%","","","","","","","revised",1,"0.03599712023038157%"
"","","","","","","lies",1,"0.06684491978609626%","","","","results",1,"0.16260162601626016%","","","","","","","hypothesized",1,"0.020938023450586263%","some",2,"0.08299290666524267%","qa",2,"0.01989457485630232%","e",2,"0.08210180623973727%","stim-ehpad",1,"0.10822510822510822%","harms",1,"0.020627062706270627%","ii",2,"0.03720238095238095%","enrolled",1,"0.024213075060532687%","visual",2,"0.026260504201680673%","order",3,"0.02985472658404072%","based",4,"0.058287772940501505%","normal",1,"0.03387533875338753%","capacity",1,"0.04151100041511%","design",2,"0.034142581027182234%","","","","","","","nart-r",1,"0.03599712023038157%"
"","","","","","","down",1,"0.06684491978609626%","","","","from",1,"0.16260162601626016%","","","","","","","reduce",1,"0.020938023450586263%","studies",2,"0.08299290666524267%","conspire",2,"0.01989457485630232%","significant",2,"0.08210180623973727%","stimulation",1,"0.10822510822510822%","different",1,"0.020627062706270627%","hypotheses",2,"0.024875109793588052%","analyses",1,"0.024213075060532687%","acuity",2,"0.026260504201680673%","syndrome",3,"0.02985472658404072%","than",4,"0.040379700620664476%","identify",1,"0.03387533875338753%","its",1,"0.04151100041511%","scrd",2,"0.05063291139240507%","","","","","","","rey",1,"0.03599712023038157%"
"","","","","","","bed",1,"0.06684491978609626%","","","","trials",1,"0.16260162601626016%","","","","","","","levels",1,"0.020938023450586263%","statin",2,"0.08944543828264759%","variance",2,"0.01989457485630232%","predefined",2,"0.08210180623973727%","short",1,"0.10822510822510822%","strategies",1,"0.020627062706270627%","least",2,"0.03720238095238095%","performed",1,"0.024213075060532687%","oct",2,"0.026260504201680673%","prospective",3,"0.008169934640522876%","chemotherapy",4,"0.008032128514056224%","regions",1,"0.03387533875338753%","ability",1,"0.04151100041511%","9",2,"0.2427077600440286%","","","","","","","auditory",1,"0.03599712023038157%"
"","","","","","","his",1,"0.06684491978609626%","","","","showing",1,"0.16260162601626016%","","","","","","","improve",1,"0.020938023450586263%","however",2,"0.08299290666524267%","biomarkers",2,"0.01989457485630232%","level",2,"0.10143702451394761%","medium",1,"0.10822510822510822%","prevent",1,"0.020627062706270627%","superior",2,"0.03720238095238095%","both",1,"0.024213075060532687%","outcome",2,"0.026260504201680673%","percutaneous",3,"0.008169934640522876%","learning",4,"0.0565534866739686%","interest",1,"0.03387533875338753%","activate",1,"0.04151100041511%","schedule",2,"0.05063291139240507%","","","","","","","verbal",1,"0.03599712023038157%"
"","","","","","","her",1,"0.06684491978609626%","","","","positive",1,"0.16260162601626016%","","","","","","","abilities",1,"0.020938023450586263%","has",2,"0.08299290666524267%","model",2,"0.01989457485630232%","stable",2,"0.0407000407000407%","effectiveness",1,"0.10822510822510822%","diagnose",1,"0.020627062706270627%","respect",2,"0.03720238095238095%","whether",1,"0.024213075060532687%","doses",1,"0.2604166666666667%","size",3,"0.008169934640522876%","version",4,"0.059479296496330145%","quantitative",1,"0.03387533875338753%","maintain",1,"0.04151100041511%","visits",2,"0.05063291139240507%","","","","","","","test",1,"0.03599712023038157%"
"","","","","","","head",1,"0.06684491978609626%","","","","global",1,"0.16260162601626016%","","","","","","","capable",1,"0.020938023450586263%","taken",2,"0.08944543828264759%","pioneered",2,"0.01989457485630232%","jnj-39393406",2,"0.0407000407000407%","education",1,"0.10822510822510822%","treat",1,"0.020627062706270627%","score",2,"0.03720238095238095%","should",1,"0.024213075060532687%","abt-957",1,"0.2604166666666667%","composition",3,"0.008169934640522876%","entire",4,"0.01776433464952246%","analysis",1,"0.03387533875338753%","semantic",1,"0.04151100041511%","consent",2,"0.034142581027182234%","","","","","","","ravlt",1,"0.03599712023038157%"
