"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"","","","","","","nih",2,"0.31746031746031744%","basic",1,"0.0574712643678161%","clustering",1,"0.18832391713747645%","motor",1,"0.050100200400801605%","there",2,"0.05326011942269031%","usual",3,"0.03978779840848806%","receiving",3,"0.04569559817725323%","been",3,"0.04995016746204518%","blind",5,"0.03772701765486255%","medical",6,"0.03993957314499854%","behavior",6,"0.04219955048845887%","disorders",7,"0.04466200947134085%","analysis",9,"0.022385042650182128%","dlop",8,"0.012955885210857032%","novel",12,"0.02876386700983894%","population",9,"0.022988966119207477%","only",10,"0.044115029558147875%","include",12,"0.03583377140436481%","mri",15,"0.07825692992962373%","present",10,"0.04512889617384748%","bu99008",17,"0.00803023145961266%","type",12,"0.04403769533752881%","measure",12,"0.049192726282971694%","training",15,"0.12727823161058277%","furthermore",11,"0.04541257073615988%","placebo",7,"0.07857550218617325%","al",7,"0.021509131466541747%","because",2,"0.054307656252816784%","symptoms",4,"0.042801217920835154%"
"","","","","","","physicians",2,"0.31746031746031744%","health-stress",1,"0.0574712643678161%","commonly",1,"0.18832391713747645%","functions",1,"0.050100200400801605%","used",2,"0.09325056494867816%","interventionists",3,"0.03978779840848806%","end",3,"0.045149709328813806%","scan",3,"0.070578231292517%","8",5,"0.06965689627827978%","imaging",6,"0.037750990978630855%","18",6,"0.055441379206478056%","related",7,"0.030541918769932477%","investigate",9,"0.17946394476550842%","insulin",8,"0.015299877600979193%","shown",12,"0.025540693367337372%","burden",9,"0.08337997224282946%","current",10,"0.08340286849309414%","disturbances",12,"0.01794323899377103%","cerebrospinal",15,"0.08315365811505866%","receiving",10,"0.03321089847857444%","out",16,"0.04075154559727494%","visits",12,"0.051894777581664366%","active",12,"0.05512668928108069%","agitation",15,"0.11852916496183098%","approximately",11,"0.11317191906550732%","regions",7,"0.039032320370847286%","dat",7,"0.02896391923204237%","specific",2,"0.054307656252816784%","common",4,"0.05301116688676497%"
"","","","","","","determine",1,"0.04208754208754209%","goal",1,"0.0574712643678161%","occurring",1,"0.18832391713747645%","more",1,"0.050100200400801605%","compliance",2,"0.05326011942269031%","individual",3,"0.03626184955135329%","clinician",3,"0.0481603972710086%","controls",3,"0.06782632146709816%","every",5,"0.02705278563561902%","next",6,"0.046766169245217426%","testing",6,"0.07935089224400617%","criteria",7,"0.035569522133153036%","evaluated",9,"0.048763412379679336%","tested",7,"0.03205954074791812%","animal",12,"0.02509786317622888%","motor",9,"0.018348241357500832%","apathy",10,"0.056800565210098554%","any",12,"0.02044137343434209%","week",15,"0.06895519684300387%","placebo-controlled",10,"0.14383829995765976%","pilot",16,"0.09028432392389307%","without",12,"0.08362602134576808%","compared",12,"0.08133374393258566%","applied",15,"0.05777414843649928%","followed",11,"0.061238011427998944%","diseases",7,"0.07219915017902635%","particular",7,"0.02043612151782868%","case",2,"0.033200531208499334%","unable",4,"0.0490131184951239%"
"","","","","","","three-times",1,"0.04208754208754209%","change",1,"0.0574712643678161%","disorders",1,"0.18832391713747645%","than",1,"0.050100200400801605%","purpose",2,"0.08072710682936511%","within",3,"0.08679201123420191%","impression",3,"0.0481603972710086%","our",3,"0.054746494066882416%","order",5,"0.058336981215986655%","csf",6,"0.07720726067881604%","sage",6,"0.07639419404125286%","first",7,"0.033825585058303805%","assigned",9,"0.030143435343076664%","could",7,"0.028223432810138303%","daily",12,"0.058501410862723875%","such",9,"0.021084773662308164%","controls",10,"0.03875330131656565%","results",12,"0.037976500413862094%","assessment",15,"0.0318786158031406%","team",10,"0.017549870553080976%","compare",16,"0.16900184313798977%","conducted",12,"0.029308094985579545%","because",12,"0.033249046619468224%","fast",15,"0.027540505181108635%","throughout",11,"0.04330520115446761%","per",7,"0.038561470002840714%","navigation",7,"0.017025002432143204%","hard",2,"0.05735006185526841%","additional",4,"0.042801217920835154%"
"","","","","","","dosage",1,"0.04208754208754209%","nature",1,"0.0574712643678161%","abdominal",1,"0.18832391713747645%","measured",1,"0.050100200400801605%","up",2,"0.11727229023313633%","slowing",3,"0.04554923359139383%","plus",3,"0.0481603972710086%","long-term",3,"0.03265765765765766%","collect",5,"0.030308506407453424%","treatments",6,"0.03665149605307964%","course",6,"0.04302073080962247%","increased",7,"0.040649062254342894%","cm",9,"0.11778516802021677%","participation",7,"0.017471569312387008%","examine",12,"0.05158633962580403%","injection",9,"0.07489594720821378%","mmse",10,"0.058875174734665664%","hypothesis",12,"0.02655606196143473%","i",15,"0.07014611766623034%","last",10,"0.06846803421873669%","examination",16,"0.056866758728134466%","daily",12,"0.05686091405607685%","visits",12,"0.0581062475125051%","diagnosis",14,"0.08824917299174598%","prior",11,"0.04223064838026487%","pes",7,"0.02281616688396349%","include",6,"0.057677414013934995%","only",2,"0.033200531208499334%","general",4,"0.038869813887629216%"
"","","","","","","degenerative",1,"0.04208754208754209%","problem",1,"0.0574712643678161%","obesity",1,"0.18832391713747645%","demented",1,"0.050100200400801605%","secrete",2,"0.047103155911446065%","expected",3,"0.0393164344979828%","assessments",3,"0.059896745214253096%","resistiveness",3,"0.02727768685215494%","interventions",5,"0.05074386730621684%","develop",6,"0.07919885935479952%","including",6,"0.06690069955325435%","approved",7,"0.04409130837735873%","mechanisms",9,"0.019735670331731257%","progression",7,"0.03910870068995388%","mg",12,"0.09663724972636949%","participant",9,"0.04291098690340442%","type",10,"0.03908540843357627%","than",12,"0.043018404926425134%","better",15,"0.030951155385335622%","randomly",10,"0.05057321378516685%","other",16,"0.039851861048170824%","while",12,"0.025652874531612625%","develop",12,"0.045436319613495%","approach",14,"0.043922344943332886%","microbiota",11,"0.023146465931066784%","neuropsychiatric",7,"0.035300454326877194%","oscillations",6,"0.03007518796992481%","personal",2,"0.033200531208499334%","analyzed",4,"0.04076534393615479%"
"","","","","","","disorder",1,"0.04208754208754209%","behavior",1,"0.0574712643678161%","triglycerides",1,"0.18832391713747645%","solution",1,"0.050100200400801605%","neurotransmitters",2,"0.047103155911446065%","form",3,"0.03403677767567624%","incidence",3,"0.0481603972710086%","burden",3,"0.03947077803766481%","taking",5,"0.028764679151793156%","30",6,"0.11913778920431842%","apoe",6,"0.05566791281076995%","currently",7,"0.046051815144095044%","among",9,"0.022298041684189966%","ability",7,"0.03956592558135241%","expected",12,"0.029175620384258905%","day",9,"0.053657290401279596%","undergo",10,"0.03743671749561893%","up",12,"0.07525248571631656%","screening",15,"0.08377610752862924%","criteria",10,"0.04232644136087598%","administration",16,"0.06445778565873697%","known",12,"0.058532230552399894%","geriatric",12,"0.034107925239864674%","secondary",14,"0.03389707382575371%","pro-inflammatory",11,"0.010131152372531683%","satisfaction",7,"0.04330616297347682%","behavioral",6,"0.10352132758732688%","should",2,"0.033200531208499334%","conducted",4,"0.042307796868203566%"
"","","","","","","affects",1,"0.04208754208754209%","appraisal",1,"0.0574712643678161%","low",1,"0.18832391713747645%","ml",1,"0.050100200400801605%","binds",2,"0.047103155911446065%","design",3,"0.08429858384113544%","electrocardiograms",3,"0.0537470212969123%","provides",3,"0.04652979576991735%","participate",5,"0.030326141497768824%","some",6,"0.05585530661791225%","level",6,"0.0433166371187844%","6",7,"0.028976651982101424%","shown",9,"0.023843689667598176%","those",7,"0.05454239067585627%","aβ",12,"0.054289045817854216%","factors",9,"0.037733860195476594%","hours",10,"0.025254004043610462%","develop",12,"0.04690796869580956%","transport",15,"0.01568124230368476%","called",10,"0.03537151769237772%","relationship",16,"0.11942193817750618%","uptake",12,"0.11983838397710041%","university",12,"0.030661939116571422%","30",14,"0.0582820971032614%","evaluation",11,"0.034789529039980095%","then",7,"0.014893011260825876%","disorders",6,"0.030222206598370452%","collection",2,"0.1521016206177998%","management",4,"0.07990991972685337%"
"","","","","","","well",1,"0.04208754208754209%","response",1,"0.0574712643678161%","hdl",1,"0.18832391713747645%","doses",1,"0.050100200400801605%","number",2,"0.047103155911446065%","older",3,"0.059763955964210205%","ecgs",3,"0.0481603972710086%","pleasant",3,"0.02727768685215494%","identify",5,"0.032264765604260934%","use",6,"0.059628104177119536%","ages",6,"0.05668934240362812%","most",7,"0.029059847661297114%","tests",9,"0.03434749231827351%","mild-to-moderate",7,"0.16793768247256616%","main",12,"0.06757863408712202%","included",9,"0.03450371862316422%","procedure",10,"0.036925570238388425%","interventions",12,"0.05171052072177017%","labeling",15,"0.023201058454672612%","increased",10,"0.02806880300243006%","cerebral",16,"0.037688502094736204%","burden",12,"0.049439421354207806%","neurodegenerative",12,"0.04346960695286824%","level",14,"0.029510163736826356%","severe",11,"0.08548818531287469%","hours",7,"0.018642508655685196%","therapeutic",6,"0.05020381924077333%","checks",2,"0.033200531208499334%","exelon",4,"0.11961722488038279%"
"","","","","","","ability",1,"0.04208754208754209%","guided",1,"0.0574712643678161%","cholesterol",1,"0.18832391713747645%","duration",1,"0.050100200400801605%","scans",2,"0.047103155911446065%","test",3,"0.08456693935852487%","examination",3,"0.0654833692401568%","telephone",3,"0.02727768685215494%","any",5,"0.029000223448276314%","research",6,"0.042601500593452656%","galantamine",6,"0.03562301296929129%","ability",7,"0.03387662989555854%","recent",9,"0.0294879636228385%","stage",7,"0.11733199852854108%","among",12,"0.03347224350335063%","free",9,"0.023771733390827433%","intranasal",10,"0.022659618346632972%","order",12,"0.035351110236877266%","vascular",15,"0.03529045833659454%","reduce",10,"0.0538730803701666%","period",16,"0.11130593175766038%","develop",12,"0.05254231602989696%","analysis",12,"0.02470599135621528%","population",14,"0.03463257623398144%","when",11,"0.0471506883528585%","sampling",7,"0.023841961852861034%","affected",6,"0.0262448271057791%","containing",2,"0.033200531208499334%","visit",4,"0.06098983253588517%"
"","","","","","","concentrate",1,"0.04208754208754209%","detailed",1,"0.0574712643678161%","pressure",1,"0.18832391713747645%","","","","ligand",2,"0.047103155911446065%","report",3,"0.044101486905699636%","non-steroidal",3,"0.0574712643678161%","provide",3,"0.02756950895248768%","increase",5,"0.04687355803981114%","vision",6,"0.012674271229404309%","regarding",6,"0.04893038927213344%","while",7,"0.03466081590381343%","our",9,"0.023149711386505827%","main",7,"0.09097382368504538%","dha",12,"0.010609235339362914%","body",9,"0.14153827341648323%","evidence",9,"0.024721678805218424%","glp-1",12,"0.018726591760299623%","nps",15,"0.030611913913621693%","so",10,"0.027938659312741466%","burden",16,"0.07983758472744054%","pd",12,"0.04930397566004098%","further",12,"0.04193908504958615%","however",14,"0.02966655793881938%","evidence",11,"0.033039793792605465%","assessments",7,"0.022591708013445153%","due",6,"0.104257046025957%","managers",2,"0.033200531208499334%","young",4,"0.037327360955580445%"
"","","","","","","reason",1,"0.04208754208754209%","manuals",1,"0.0574712643678161%","insulin",1,"0.18832391713747645%","","","","f-18",2,"0.047103155911446065%","flow",3,"0.06573429281689999%","delay",3,"0.05353487639741773%","into",3,"0.02756950895248768%","within",5,"0.022148928467973984%","behaviour",6,"0.01729589942517699%","based",6,"0.03793267762107233%","current",7,"0.044773622138566435%","demonstrate",9,"0.05669567464319456%","any",7,"0.028133260422843694%","defined",12,"0.031690184184284556%","diagnosis",9,"0.05902063119073002%","memantine",9,"0.03673459555812497%","scan",12,"0.05992276055339153%","pharmacokinetics",14,"0.151750375935843%","week",10,"0.05202547952494327%","assigned",16,"0.05739025796963751%","secondary",12,"0.04053160458289799%","drug",12,"0.08700107723693523%","those",14,"0.030200652457283844%","hypothesis",11,"0.0395524903107802%","informed",7,"0.02608394616878329%","week",6,"0.05120381503085126%","others",2,"0.054307656252816784%","duration",4,"0.04190293804199058%"
"","","","","","","think",1,"0.04208754208754209%","certification",1,"0.0574712643678161%","resistance",1,"0.18832391713747645%","","","","then",2,"0.04073666130337727%","2010",3,"0.033112582781456956%","onset",3,"0.05353487639741773%","control",3,"0.03947077803766481%","population",5,"0.024409280491242785%","help",6,"0.04516560334524357%","investigators",6,"0.01066894270777766%","normal",7,"0.03617288766271626%","same",9,"0.05613725858021016%","various",7,"0.04970211809964483%","mmse",12,"0.044128106419958735%","increased",8,"0.04604191124174061%","controlled",9,"0.03849223354448968%","markers",12,"0.05588326090882297%","criteria",14,"0.05935727543589164%","population",10,"0.06801505449375608%","over",16,"0.051639913539723546%","development",12,"0.033281234529946024%","total",12,"0.07991273746334455%","small",14,"0.044234671547103414%","-",11,"0.04005182322296305%","subject",7,"0.023841961852861034%","evaluated",6,"0.0644679154049093%","numbers",2,"0.033200531208499334%","conditions",4,"0.04528403957782214%"
"","","","","","","abstract",1,"0.04208754208754209%","procedures",1,"0.0574712643678161%","hypothesized",1,"0.18832391713747645%","","","","density",2,"0.047103155911446065%","extension",3,"0.10948905109489052%","age-related",3,"0.0574712643678161%","provided",3,"0.02756950895248768%","should",5,"0.025554177987213142%","very",6,"0.02989426164532642%","specific",6,"0.048174082543905046%","could",7,"0.034837654710203156%","therapeutic",9,"0.023009569853899858%","up",7,"0.06430612231642924%","versus",12,"0.06652050031543999%","i",8,"0.07021469699505614%","approximately",9,"0.06057876138371935%","genetic",12,"0.05356116845734892%","medical",14,"0.05459085520746933%","end",10,"0.0685928515081727%","national",16,"0.0802334911525494%","programs",12,"0.017277394932850507%","month",12,"0.012126835162457513%","visits",14,"0.0560269068969339%","increase",11,"0.07426108132810899%","need",7,"0.07003794987632679%","baseline",6,"0.07571478186958977%","assessment",2,"0.033200531208499334%","sleep-activity",4,"0.04806536890170632%"
"","","","","","","form",1,"0.04208754208754209%","assured",1,"0.0574712643678161%","more",1,"0.18832391713747645%","","","","national",2,"0.04073666130337727%","acute",3,"0.10948905109489052%","evidence",3,"0.0523433569410581%","script",3,"0.02727768685215494%","than",5,"0.03658233339469299%","light",6,"0.0850311181733916%","hours",6,"0.04802334072411069%","however",7,"0.03136750242941706%","month",9,"0.05272515582673337%","visits",7,"0.04010879175123243%","cyp2d6",12,"0.027250605861481453%","18",8,"0.047796438406292274%","signs",9,"0.03508412701894454%","network",12,"0.015873015873015872%","tested",14,"0.04500647490697055%","30",10,"0.041116340700150335%","factors",16,"0.03867239507857716%","community",12,"0.01846007110799073%","mean",11,"0.019534937018195482%","24-ohc",14,"0.009163982928808944%","same",11,"0.028737026934244427%","g",7,"0.09201926974357391%","new",6,"0.036696621412641704%","area",2,"0.05735006185526841%","rhythm",4,"0.04806536890170632%"
"","","","","","","approximately",1,"0.04208754208754209%","delivered",1,"0.0574712643678161%","greater",1,"0.18832391713747645%","","","","institute",2,"0.04073666130337727%","140",3,"0.10948905109489052%","years",3,"0.0574712643678161%","bath",3,"0.02727768685215494%","improving",5,"0.03977565321951698%","communicative",6,"0.03463203463203463%","caregiving",6,"0.029219602605121194%","per",7,"0.04153751204865229%","receptor",9,"0.07593728349373442%","initial",7,"0.08236305338803927%","vivo",12,"0.030918902417979722%","objective",8,"0.05928694821913555%","randomly",9,"0.0318894526486542%","pm012",11,"0.02314814814814815%","evaluated",14,"0.04481601341277866%","form",10,"0.03213355712039521%","pk",16,"0.085359682826553%","hiv",12,"0.045918953047870505%","investigate",11,"0.07901193829925504%","improvements",14,"0.027427976470824088%","normal",11,"0.08674509590871504%","individuals",7,"0.045874063200123986%","elderly",6,"0.19172031487271676%","open",2,"0.30303030303030304%","disturbance",4,"0.04806536890170632%"
"","","","","","","600",1,"0.04208754208754209%","consistently",1,"0.0574712643678161%","developing",1,"0.18832391713747645%","","","","young",2,"0.047103155911446065%","dat",3,"0.12820512820512822%","institute",3,"0.0574712643678161%","time",3,"0.02756950895248768%","probable",5,"0.25279173945406863%","behaviors",6,"0.059301429164442865%","ecs",6,"0.031746031746031744%","plus",7,"0.06203418475034182%","pet",9,"0.11677848039445464%","scans",7,"0.0683344343040527%","measurements",12,"0.027518318786672737%","rivastigmine",8,"0.02766769667887719%","intervention",9,"0.032707762660606474%","activities",11,"0.02296157189637997%","when",14,"0.07575348302731845%","second",10,"0.024532782812821365%","increased",16,"0.04839792362669927%","long-term",12,"0.01886772405314647%","cognition",11,"0.07125068127926312%","monitored",14,"0.05842190306683172%","neuropsychological",11,"0.04207403692083622%","outcomes",7,"0.05102147491251384%","follow",6,"0.0233932100500044%","label",2,"0.30303030303030304%","elders",4,"0.04806536890170632%"
"","","","","","","screened",1,"0.04208754208754209%","careful",1,"0.0574712643678161%","impairment",1,"0.18832391713747645%","","","","would",2,"0.047103155911446065%","progressive",3,"0.050275898733249%","age",3,"0.05320842706439452%","but",3,"0.045445662957540676%","outcome",5,"0.04077647455097841%","hours",6,"0.04576376004947434%","adult",6,"0.031746031746031744%","within",7,"0.027249570014109232%","conducted",9,"0.04355390244473995%","while",7,"0.04414181220475262%","engagement",12,"0.023840054980872237%","24",8,"0.025740846172519267%","matter",9,"0.04107571882507944%","diagnosis",11,"0.04034054776459876%","given",14,"0.06300527999722048%","were",10,"0.05713601132687848%","mm",16,"0.009981285090455396%","high",12,"0.0231302939423451%","without",11,"0.04445668540385124%","conducted",14,"0.09743717415318463%","multiple",11,"0.10753876553269505%","months",7,"0.06584096347759996%","those",6,"0.04442339349009837%","volunteers",2,"0.30303030303030304%","multiple",4,"0.04459189497716895%"
"","","","","","","neither",1,"0.04208754208754209%","attention",1,"0.0574712643678161%","whether",1,"0.18832391713747645%","","","","like",2,"0.047103155911446065%","after",3,"0.06034060796327241%","loss",3,"0.046587800484824575%","improve",3,"0.027861331052820418%","elderly",5,"0.033346562947941825%","skills",6,"0.07192061825422019%","child",6,"0.031746031746031744%","global",7,"0.03657075824641699%","inhibitor",9,"0.02005712073433374%","events",7,"0.0199658994234168%","modafinil",12,"0.022107997568120267%","aerobic",8,"0.03734330497711111%","rivastigmine",9,"0.04252065936577619%","used",11,"0.06424654923586477%","cognition",14,"0.09478879796237664%","living",10,"0.03107062400490336%","ms",16,"0.009981285090455396%","more",11,"0.052957173406846476%","results",11,"0.024121462687460102%","focus",14,"0.028016664508823043%","12",11,"0.0842622025275554%","population",7,"0.05678007297850655%","experience",6,"0.02076415317187471%","pk",2,"0.30303030303030304%","napping",4,"0.04806536890170632%"
"","","","","","","nor",1,"0.04208754208754209%","also",1,"0.0574712643678161%","affected",1,"0.18832391713747645%","","","","more",2,"0.049674879941093986%","defined",3,"0.043080533098681914%","site",3,"0.05320842706439452%","follow-up",3,"0.027861331052820418%","cases",5,"0.01972612823369853%","assisted",6,"0.05061822708881532%","coping",6,"0.027992932332750447%","preliminary",7,"0.18331417502758784%","us",9,"0.05490694737175953%","informed",7,"0.01696028190941668%","functions",11,"0.0176978367125352%","lower",8,"0.028991831743686632%","vascular",9,"0.03420856676592181%","pk",11,"0.04427430903575048%","visit",14,"0.05358448215695496%","home",10,"0.0272248445665785%","loss",16,"0.023465633595851035%","exercise",11,"0.08363433641818407%","effective",11,"0.032178988173198544%","end",14,"0.047916258313074306%","pk",11,"0.19372302212797166%","handbook",7,"0.01946607341490545%","subsequent",6,"0.03486926127579485%","screened",2,"0.28701650652870164%","objectives",4,"0.04772183103803782%"
"","","","","","","knew",1,"0.04208754208754209%","paid",1,"0.0574712643678161%","level",1,"0.18832391713747645%","","","","achieve",2,"0.049674879941093986%","bodies",3,"0.043080533098681914%","every",3,"0.04959848842701937%","data",3,"0.05347681323007025%","established",5,"0.03664753250052261%","dat",6,"0.04711425206124853%","life",6,"0.0314238249412319%","focus",7,"0.028784468505149492%","20",9,"0.02718691866019285%","age",7,"0.021426580984270027%","up",11,"0.02350795553220344%","30",8,"0.06881462182946915%","any",9,"0.043101224464311305%","aggression",11,"0.050954137005020564%","specific",14,"0.0338870721876048%","hippocampal",10,"0.035311740416112035%","tasks",16,"0.042840876926557137%","20",11,"0.04430244007154833%","treatments",11,"0.046091836878576396%","but",14,"0.03635593827073432%","assessed",11,"0.03628604837589536%","ability",6,"0.05749290333766065%","all",6,"0.0876545197550026%","determine",2,"0.28701650652870164%","reduction",4,"0.04796854156435361%"
"","","","","","","what",1,"0.04208754208754209%","issue",1,"0.0574712643678161%","5-year",1,"0.18832391713747645%","","","","include",2,"0.04073666130337727%","begin",3,"0.051229533516444783%","interview",3,"0.046587800484824575%","delay",3,"0.04573748505787341%","regular",5,"0.022220462919814037%","titrated",5,"0.0321721289463225%","day",5,"0.048276907991979666%","provide",7,"0.024046610948735128%","recruited",9,"0.02960341277078081%","again",7,"0.025067578362949074%","history",11,"0.024566629534332134%","symptoms",8,"0.04210332953121562%","days",9,"0.041148145063316446%","same",11,"0.015739271338162643%","reduce",14,"0.041496708322124425%","only",10,"0.038092819779922675%","positive",15,"0.03503077908368785%","placebo-controlled",11,"0.12200225063710655%","progression",11,"0.05193969870228868%","al",14,"0.026571394148739873%","understanding",11,"0.04783180654729122%","end",6,"0.04074466970819997%","development",6,"0.02840131919651909%","eligibility",2,"0.28701650652870164%","occupational",4,"0.04111842105263158%"
"","","","","","","start",1,"0.04208754208754209%","used",1,"0.0574712643678161%","prospective",1,"0.18832391713747645%","","","","progression",2,"0.04073666130337727%","complaints",3,"0.05172413793103449%","hormone",3,"0.08375209380234507%","involved",3,"0.12730299058117614%","chronic",5,"0.0656315189372894%","events",5,"0.0396812874353867%","increase",5,"0.06146686584395649%","no",7,"0.03200135318086298%","controlled",9,"0.04653045894714499%","probable",7,"0.12931891857787733%","screening",11,"0.033367768910057743%","however",8,"0.027838192674312937%","scale",9,"0.03675346692372971%","low",11,"0.03746863084770903%","olfactory",14,"0.04501370440649378%","most",10,"0.039716925817382634%","either",15,"0.04717027042973882%","dlpfc",11,"0.021121351766513054%","target",11,"0.03517900580465535%","procedures",14,"0.04060151552620626%","day",11,"0.08386811811314632%","evaluated",6,"0.05405751587258585%","conduct",6,"0.07465719461653975%","-1",2,"0.28701650652870164%","spouse",4,"0.04111842105263158%"
"","","","","","","active",1,"0.04208754208754209%","induce",1,"0.0574712643678161%","observational",1,"0.18832391713747645%","","","","but",2,"0.04073666130337727%","evidence",3,"0.05172413793103449%","patch",3,"0.08375209380234507%","normal",3,"0.06513814942408741%","collected",5,"0.03601912723957009%","initial",5,"0.04186576864153867%","hypothesized",5,"0.04882408396189995%","ascending",7,"0.32556082502987277%","psychological",9,"0.032219534934825274%","versus",7,"0.05891352050948642%","examination",11,"0.027581177838894404%","interventions",8,"0.03341630187632929%","centers",9,"0.04446767429765562%","end",11,"0.01440516667106183%","without",14,"0.025953882722284473%","diseases",10,"0.0402495826528578%","measure",15,"0.030287692489249025%","active",11,"0.03258084453095354%","adverse",11,"0.03636300904131751%","amci",14,"0.030835646006783842%","activity",11,"0.04633672793081437%","form",6,"0.021107593178914624%","drug",6,"0.17601777553126513%","150",2,"0.30303030303030304%","identify",4,"0.04111842105263158%"
"","","","","","","drug",1,"0.04208754208754209%","three",1,"0.0574712643678161%","1997",1,"0.18832391713747645%","","","","agent",2,"0.04073666130337727%","treat",3,"0.06129424274646818%","given",3,"0.05224553287685025%","implications",3,"0.04937014998086091%","telephone",5,"0.029451652146226266%","increased",5,"0.03933879116371633%","best",5,"0.02380333678429777%","night",7,"0.02438924265364619%","phone",9,"0.027778794148876077%","aims",7,"0.05903370823419652%","provide",11,"0.0385266724194772%","show",8,"0.0376430337236314%","evolution",9,"0.03766272854769802%","developed",11,"0.03643364121508342%","help",14,"0.0362991351458614%","without",10,"0.01975227860134211%","standard",15,"0.03269872653157347%","7",11,"0.03536454939338088%","problems",11,"0.022549027588882564%","stress",14,"0.0580642820078132%","elderly",11,"0.04261039235880895%","common",6,"0.03135161706618812%","personalized",6,"0.05560915457629868%","qd",2,"0.30303030303030304%","deficits",4,"0.04111842105263158%"
"","","","","","","rate",1,"0.04208754208754209%","fundamental",1,"0.0574712643678161%","2002",1,"0.18832391713747645%","","","","concentrations",2,"0.047103155911446065%","dementia-related",3,"0.06607929515418502%","volunteers",3,"0.0706149423655716%","association",3,"0.052246603970741906%","carried",5,"0.032969070392501396%","different",5,"0.02447655714753182%","recruited",5,"0.05264245542709052%","social",7,"0.023498322451447184%","medical",9,"0.023807723546741693%","reducing",7,"0.02143955606494915%","i",11,"0.04163908561205595%","participate",8,"0.02651233738399126%","development",9,"0.03668258497902181%","considered",11,"0.024517555937059517%","pet",14,"0.11279684298853887%","damages",10,"0.02671439638821361%","analyses",15,"0.016548851242468045%","therapy",11,"0.06173561649084614%","those",11,"0.03602707555983132%","variables",14,"0.02060005538776156%","addition",11,"0.050647618770779744%","years",6,"0.03991269127838577%","among",6,"0.09498821261442192%","drug",2,"0.19226494776617023%","confusion",4,"0.05085176709890669%"
"","","","","","","recommended",1,"0.04208754208754209%","aspects",1,"0.0574712643678161%","community",1,"0.18832391713747645%","","","","performed",2,"0.08072710682936511%","bid",2,"0.04672897196261682%","staff",3,"0.06909453854631721%","demonstrated",3,"0.03981696834867024%","type",5,"0.11592257311435396%","approximately",5,"0.03942681706270624%","undergo",5,"0.050072171239840306%","strategies",7,"0.023521154124794056%","hours",9,"0.026680899143339508%","determined",7,"0.023745789319670585%","evaluated",11,"0.04042818996380205%","high",8,"0.033017183909092494%","status",9,"0.05756910233991703%","both",11,"0.02505290440577695%","obtained",14,"0.07624448426455638%","qualitative",10,"0.02002152546075812%","required",15,"0.022510436006656316%","evidence",11,"0.027510973218426216%","behavioral",11,"0.03785847763853983%","metabolites",14,"0.02919151564843267%","how",11,"0.02670329430430277%","microglial",6,"0.026024576979990992%","fear",6,"0.04643962848297214%","safety",2,"0.28701650652870164%","arm",4,"0.05085176709890669%"
"","","","","","","until",1,"0.04208754208754209%","delivery",1,"0.0574712643678161%","clinics",1,"0.18832391713747645%","","","","response",2,"0.049674879941093986%","open-label",2,"0.04672897196261682%","ensure",3,"0.0605653223668278%","epidemiological",3,"0.052246603970741906%","better",5,"0.0363792950416641%","better",5,"0.02419178480575688%","scans",5,"0.055014992281201755%","i",7,"0.02400770865901333%","second",9,"0.03250381291957667%","neurological",7,"0.015825100674301314%","any",11,"0.04930708357655363%","visits",8,"0.03867559626952542%","important",9,"0.026102038681982593%","relatives",11,"0.017262283872497525%","follow-up",14,"0.07805832491824431%","controlled",9,"0.06090400359102064%","factor",15,"0.01950523787939037%","therefore",11,"0.04125836762439401%","8",11,"0.032432375853793806%","tdcs",14,"0.04930053435212621%","part",11,"0.1338878039694373%","addition",6,"0.08510359124956134%","important",6,"0.03433376752123439%","discharged",2,"0.28701650652870164%","qid",4,"0.05085176709890669%"
"","","","","","","stable",1,"0.04208754208754209%","receipt",1,"0.0574712643678161%","locations",1,"0.18832391713747645%","","","","physostigmine",2,"0.047103155911446065%","gal-int-8",2,"0.04672897196261682%","total",3,"0.06635210506215003%","enhance",3,"0.059986841596037004%","without",5,"0.04863988606430444%","e",5,"0.02731837135663722%","volumetric",5,"0.09943892465382438%","profiles",7,"0.2156704812247613%","uptake",9,"0.030600326257110805%","assigned",7,"0.02453845394441466%","beta-amyloid",11,"0.03170390330310892%","50",8,"0.10609635842414114%","how",9,"0.039875262411642964%","then",11,"0.04232541885152829%","level",14,"0.0436126482918682%","prospective",9,"0.04781486205531578%","stimulation",15,"0.07580453198974797%","both",11,"0.029030567431015047%","activities",11,"0.06533472832161626%","usual",13,"0.034157300307397755%","novel",11,"0.07410712910193258%","those",6,"0.11610880065670466%","individual",6,"0.028969733303232943%","open-label",2,"0.27100271002710025%","heart",3,"0.05891594658287509%"
